rank,code,name,industry,market,ticker,yahoo_name,best_yahoo_rank,ranking_hits,ranking_sources,candidate_score,snapshot_date,first_seen_date,appearance_count,consecutive_appearances,previous_yahoo_rank,yahoo_rank_change,trade_date,close,return_1d,return_5d,return_20d,return_60d,return_120d,ma20,ma60,distance_ma20,distance_ma60,distance_high_120d,volatility_20d,latest_volume,avg_volume_20d,volume_ratio_20d,avg_turnover_20d,history_days,score_return_20d,score_return_60d,score_return_120d,score_distance_ma20,score_distance_ma60,score_avg_turnover_20d,score_volume_ratio_20d,score_distance_high_120d,score_volatility_20d,score,momentum_score,trend_score,liquidity_score,evaluation_version,rule_price_floor,rule_liquidity_floor,rule_momentum_20_positive,rule_momentum_60_positive,rule_above_ma20,rule_above_ma60,rule_trend_alignment,rule_volume_expansion,rule_near_120d_high,rule_overheat_control,rule_volatility_control,rule_daily_base,universe_source,universe_label,liquidity_rank,in_yahoo_pool
33,6146,ディスコ,機械,プライム,6146.T,,,,,,,,,,,,2026-07-01,84520.0,0.0401181393059315,0.0599448206671682,0.2300975112792898,0.3295579675947775,0.7645918507902616,79253.5,72589.16666666667,0.0664513239162938,0.1643610731628915,-0.044755877034358,0.8623239504912411,1755600.0,1999560.0,0.8779931584948689,159424679150.0,255,19.36666666666667,14.28,8.75,8.55,8.766666666666667,9.908333333333331,4.706666666666667,5.401666666666666,0.5483333333333333,80.28,42.4,17.32,14.62,v7,True,True,True,True,True,True,True,False,True,True,False,False,jpx_liquidity,JPX流動性,10.0,False
34,8233,高島屋,小売業,プライム,8233.T,,,,,,,,,,,,2026-07-01,2445.0,-0.0233672857998801,0.0115846090194455,0.2071093557146384,0.2599845400669931,0.5016038296991205,2251.65,2049.725,0.0858703617347278,0.1928429423459245,-0.060338201383551,0.3762798192476504,3329300.0,2363300.0,1.408750476029281,5648901670.0,255,19.1,13.38,7.85,8.983333333333333,8.983333333333333,6.416666666666668,7.573333333333334,4.9816666666666665,2.905,80.17,40.33,17.97,13.99,v7,True,True,True,True,True,True,True,True,False,True,True,True,jpx_liquidity,JPX流動性,216.0,False
35,6728,アルバック,電気機器,プライム,6728.T,,44.0,1.0,値上がり率,,,,,,,,2026-07-01,11130.0,0.0758820686321894,0.1381199977471512,0.2117583015786608,0.3106453132359867,0.5720338983050848,9439.04892578125,9622.232975260416,0.1791442217870265,0.1566961669517026,-0.0167844522968197,0.628818978027804,616100.0,578625.0,1.0647656081227046,5611422675.0,255,19.2,13.979999999999997,8.133333333333333,9.908333333333331,8.616666666666667,6.383333333333333,6.32,6.183333333333333,1.225,79.95,41.31,18.52,12.7,v7,True,True,True,True,True,True,True,False,True,True,True,True,jpx_liquidity,JPX流動性,218.0,True
36,6490,ＰＩＬＬＡＲ,機械,プライム,6490.T,,119.0,1.0,値上がり率,,,,,,,,2026-07-01,11280.0,0.0473537604456824,0.1047992164544564,0.1999999999999999,0.5243243243243243,1.3778479902569891,9958.0,9405.5,0.1327575818437436,0.1992982829195684,0.0,0.652228447698517,179500.0,167230.0,1.0733720026311069,1713359450.0,255,18.933333333333334,15.93,9.483333333333334,9.683333333333335,9.05,2.516666666666666,6.413333333333332,6.8133333333333335,1.1083333333333334,79.93,44.35,18.73,8.93,v7,True,True,True,True,True,True,True,False,True,True,True,True,jpx_liquidity,JPX流動性,450.0,True
37,6098,リクルートホールディングス,サービス業,プライム,6098.T,,112.0,1.0,出来高,,,,,,,,2026-07-01,11530.0,0.0176522506619594,0.0271714922048997,0.0558608058608058,0.66570355388616,0.3057704211599326,11016.0,9188.566666666668,0.0466594045025416,0.2548203020420303,0.0,0.3685743194210575,4344900.0,4200795.0,1.0343042209867417,46136809250.0,255,14.0,16.679999999999996,6.6,7.766666666666665,9.383333333333333,9.466666666666669,6.1866666666666665,6.8133333333333335,2.94,79.84,37.28,17.15,15.65,v7,True,True,True,True,True,True,True,False,True,True,True,True,jpx_liquidity,JPX流動性,33.0,True
38,6407,ＣＫＤ,機械,プライム,6407.T,,97.0,1.0,値上がり率,,,,,,,,2026-07-01,7860.0,0.0522088353413654,0.0550335570469797,0.212962962962963,0.7012987012987013,1.598027763729649,7131.0,6417.583333333333,0.1022297013041648,0.224760099206607,-0.0391198044009779,0.7522064274476692,586600.0,780950.0,0.7511364363915743,5469015200.0,255,19.23333333333333,16.83,9.683333333333335,9.283333333333331,9.233333333333333,6.316666666666667,2.746666666666667,5.623333333333332,0.7466666666666667,79.7,45.75,18.52,9.06,v7,True,True,True,True,True,True,True,False,True,True,True,True,jpx_liquidity,JPX流動性,222.0,True
39,6254,野村マイクロ・サイエンス,機械,プライム,6254.T,,92.0,1.0,値上がり率,,,,,,,,2026-07-01,5190.0,0.0548780487804878,0.0949367088607595,0.1835803876852908,0.6118012422360248,0.7759437278307157,4646.0,4283.916666666667,0.1170899698665519,0.211508160367265,-0.0477064220183486,0.9241103924266044,916200.0,955920.0,0.9584484057243284,4488157200.0,255,18.73333333333333,16.409999999999997,8.783333333333333,9.466666666666669,9.15,5.666666666666666,5.666666666666668,5.32,0.49,79.69,43.93,18.62,11.33,v7,True,True,True,True,True,True,True,False,True,True,False,False,jpx_liquidity,JPX流動性,261.0,True
40,6324,ハーモニック・ドライブ・システムズ,機械,プライム,6324.T,,,,,,,,,,,,2026-07-01,8010.0,0.0282413350449293,0.0229885057471264,0.0809716599190284,1.246844319775596,1.1242733472875517,7333.5,6212.083333333333,0.0922479034567396,0.2894224964786371,-0.0803673938002296,1.0367874535653487,1619600.0,1769225.0,0.915429072051322,13094625700.0,255,15.93333333333333,17.610000000000003,9.283333333333331,9.1,9.55,8.316666666666668,5.133333333333334,4.445,0.3033333333333333,79.68,42.83,18.65,13.45,v7,True,True,True,True,True,True,True,False,False,True,False,False,jpx_liquidity,JPX流動性,102.0,False
41,9502,中部電力,電気・ガス業,プライム,9502.T,,52.0,1.0,出来高,,,,,,,,2026-07-01,3118.0,0.018954248366013,0.0678082191780822,0.1035215006193595,0.1546009998148492,0.3100947847851956,2872.225,2797.641666666667,0.0855695497393136,0.1145101380031394,0.0,0.2703068378838179,10290400.0,3799050.0,2.708677169292323,11965570432.5,255,16.933333333333334,11.34,6.683333333333333,8.966666666666665,7.983333333333332,8.183333333333335,7.926666666666666,6.8133333333333335,4.386666666666667,79.22,34.96,16.95,16.11,v7,True,True,True,True,True,True,True,True,True,True,True,True,jpx_liquidity,JPX流動性,110.0,True
42,429A,テクセンドフォトマスク,その他製品,プライム,429A.T,,27.0,1.0,値上がり率,,,,,,,,2026-07-01,4745.0,0.0958429561200924,0.0908045977011493,0.1324582338902147,0.5159744408945688,0.598165172920381,4152.75,4084.0833333333335,0.1426163385708265,0.1618274194535696,-0.0857418111753371,0.6887450844124344,1671200.0,995445.0,1.6788471487626138,4318294350.0,172,17.733333333333334,15.84,8.266666666666667,9.75,8.7,5.550000000000001,7.8,4.223333333333334,0.9216666666666664,78.78,41.84,18.45,13.35,v7,True,True,True,True,True,True,True,True,False,True,True,True,jpx_liquidity,JPX流動性,268.0,True
43,6361,荏原製作所,機械,プライム,6361.T,,137.0,1.0,出来高,,,,,,,,2026-07-01,6300.0,0.0070332480818413,0.0086719488834476,0.1198009242801279,0.4201983769161406,0.7100977198697069,6005.5474853515625,5549.715828450521,0.0490300868266635,0.1351932593923386,-0.065173270145971,0.7135132051267632,3763100.0,3262080.0,1.153589121051599,20093510750.0,255,17.433333333333334,15.03,8.566666666666668,7.933333333333333,8.233333333333334,8.916666666666668,6.88,4.8533333333333335,0.8633333333333334,78.71,41.03,16.17,15.8,v7,True,True,True,True,True,True,True,False,False,True,True,True,jpx_liquidity,JPX流動性,66.0,True
44,6055,ジャパンマテリアル,サービス業,プライム,6055.T,,137.0,1.0,値上がり率,,,,,,,,2026-07-01,2684.0,0.0443579766536965,0.0625494853523356,0.2678318375059045,0.6733167082294265,0.7674952449082273,2425.75,2091.016666666667,0.1064619189941256,0.2835861343365666,-0.0125091979396615,0.8481689129735389,900800.0,1136155.0,0.7928495671805343,2736657600.0,255,19.56666666666667,16.74,8.766666666666667,9.366666666666667,9.533333333333337,4.2,3.466666666666667,6.276666666666666,0.595,78.51,45.07,18.9,7.67,v7,True,True,True,True,True,True,True,False,True,True,False,False,jpx_liquidity,JPX流動性,349.0,True
45,6376,日機装,精密機器,プライム,6376.T,,,,,,,,,,,,2026-07-01,3890.0,-0.0395061728395061,-0.0290007106935923,0.2388535031847134,0.5060007742934571,1.4496221662468516,3774.132385253906,3147.827461751302,0.0307004638201897,0.2357729409463211,-0.074910820451843,0.4141600304608197,657500.0,599640.0,1.0964912280701755,2294439325.0,255,19.4,15.72,9.516666666666667,7.116666666666667,9.3,3.6,6.52,4.573333333333333,2.6133333333333337,78.36,44.64,16.42,10.12,v7,True,True,True,True,True,True,True,False,False,True,True,True,jpx_liquidity,JPX流動性,385.0,False
46,6920,レーザーテック,電気機器,プライム,6920.T,,,,,,,,,,,,2026-07-01,50790.0,0.0219315895372234,0.0075262417307,0.2159444577447928,0.4503141062250142,0.7132737392477653,47979.1025390625,43373.20084635416,0.0585858699347072,0.1709995805916933,-0.1130473967889524,0.914941879860128,3058300.0,3762170.0,0.8129085075900345,185255783250.0,255,19.26666666666667,15.3,8.583333333333332,8.366666666666667,8.85,9.908333333333331,3.826666666666666,3.546666666666667,0.5016666666666667,78.15,43.15,17.22,13.74,v7,True,True,True,True,True,True,True,False,False,True,False,False,jpx_liquidity,JPX流動性,9.0,False
47,6480,日本トムソン,機械,プライム,6480.T,,101.0,1.0,値上がり率,,,,,,,,2026-07-01,2277.0,0.0517321016166281,-0.0265070542967079,0.1529113924050633,1.5728813559322037,1.8358656153811768,2139.15,1699.4666666666667,0.0644414837669167,0.3398321041895495,-0.1174418604651162,0.9316131230005192,1172100.0,1252345.0,0.935924206189189,2647822740.0,255,18.03333333333333,17.835,9.766666666666667,8.483333333333334,9.7,4.116666666666667,5.413333333333332,3.465,0.4783333333333333,77.29,45.64,18.18,9.53,v7,True,True,True,True,True,True,True,False,False,True,False,False,jpx_liquidity,JPX流動性,354.0,True
48,3480,ジェイ・エス・ビー,不動産業,プライム,3480.T,,,,,,,,,,,,2026-07-01,8980.0,0.0,0.0,0.3323442136498515,0.75390625,1.515406162464986,8172.0,6435.916666666667,0.0988742046010768,0.395294635573798,0.0,0.6817547455342573,43300.0,257120.0,0.1684038581207218,2228971300.0,255,19.816666666666663,16.980000000000004,9.633333333333336,9.233333333333333,9.766666666666667,3.5333333333333337,0.0866666666666666,6.8133333333333335,0.945,76.81,46.43,19.0,3.62,v7,True,True,True,True,True,True,True,False,True,True,True,True,jpx_liquidity,JPX流動性,389.0,False
49,8050,セイコーグループ,精密機器,プライム,8050.T,,,,,,,,,,,,2026-07-01,8050.0,-0.0012406947890818,0.0592105263157893,0.1211699164345403,0.4222614840989398,1.2312257653090573,7431.5,6718.333333333333,0.0832268048173316,0.1982138427189284,-0.011056511056511,0.5442208556412761,288600.0,307345.0,0.939009907433015,2278836550.0,255,17.5,15.06,9.366666666666667,8.933333333333332,9.016666666666666,3.55,5.44,6.323333333333332,1.5983333333333332,76.79,41.93,17.95,8.99,v7,True,True,True,True,True,True,True,False,True,True,True,True,jpx_liquidity,JPX流動性,388.0,False
50,6479,ミネベアミツミ,電気機器,プライム,6479.T,,105.0,2.0,値上がり率・出来高,,,,,,,,2026-07-01,4998.0,0.0508830950378469,0.0154408776919952,0.0241803278688523,0.9409708737864078,0.6059627653507302,4732.5,3897.658333333333,0.0561014263074484,0.282308394570244,-0.0472741136103698,0.7175764240401798,4337400.0,3909190.0,1.1095393163289582,18675980470.0,255,11.266666666666667,17.28,8.283333333333335,8.266666666666667,9.516666666666667,8.833333333333332,6.586666666666668,5.331666666666667,0.8516666666666667,76.22,36.83,17.78,15.42,v7,True,True,True,True,True,True,True,False,True,True,True,True,jpx_liquidity,JPX流動性,71.0,True
51,8750,第一ライフグループ,保険業,プライム,8750.T,,54.0,1.0,出来高,,,,,,,,2026-07-01,1791.0,0.0070283947146472,0.0364583333333332,0.0854545454545454,0.2187818986049676,0.4035674188904679,1750.375,1601.2333333333331,0.0232093122902234,0.1185128130399484,-0.0237121831561732,0.2383284268351621,9619900.0,10508605.0,0.91543073509757,18629650190.0,255,16.1,12.63,7.416666666666668,6.583333333333332,8.05,8.816666666666668,5.1466666666666665,6.008333333333333,5.285,76.04,36.15,14.63,13.96,v7,True,True,True,True,True,True,True,False,True,True,True,True,jpx_liquidity,JPX流動性,72.0,True
52,5471,大同特殊鋼,鉄鋼,プライム,5471.T,,,,,,,,,,,,2026-07-01,2758.5,0.000362647325476,-0.0041516245487364,0.2422877730240937,0.5115068493150685,0.7486097675970169,2522.05,2109.975,0.0937530976784757,0.3073614616286924,-0.0674442190669371,0.6748465468752046,1229200.0,1737885.0,0.7072965127151681,4355227627.5,255,19.433333333333334,15.75,8.666666666666668,9.116666666666664,9.616666666666667,5.583333333333334,2.04,4.783333333333333,0.98,75.97,43.85,18.73,7.62,v7,True,True,True,True,True,True,True,False,False,True,True,True,jpx_liquidity,JPX流動性,266.0,False
53,6136,オーエスジー,機械,プライム,6136.T,,,,,,,,,,,,2026-07-01,3787.0,0.0426762114537444,0.0539938769830226,0.0872810795291414,0.4708610427617408,0.6754689655559776,3523.0,3279.8097005208333,0.0749361339767242,0.1546401607991538,0.0,0.3333207758703425,440900.0,420090.0,1.049537003975339,1481332850.0,255,16.2,15.54,8.5,8.833333333333332,8.55,1.9,6.28,6.8133333333333335,3.325,75.94,40.24,17.38,8.18,v7,True,True,True,True,True,True,True,False,True,True,True,True,jpx_liquidity,JPX流動性,487.0,False
54,2579,コカ・コーラ　ボトラーズジャパンホールディングス,食料品,プライム,2579.T,,,,,,,,,,,,2026-07-01,4162.0,-0.0302889095992544,0.0251675998835529,0.1797052154195011,0.2241176470588235,0.3133480593247082,3896.245642089844,3605.581880696616,0.0682078036967948,0.1543213100449358,-0.0560217736448174,0.397663915980408,1330800.0,932695.0,1.4268329947088814,3860149815.0,255,18.53333333333333,12.72,6.716666666666665,8.6,8.5,5.316666666666666,7.613333333333333,5.11,2.765,75.88,37.97,17.1,12.93,v7,True,True,True,True,True,True,True,True,False,True,True,True,jpx_liquidity,JPX流動性,282.0,False
55,6507,シンフォニアテクノロジー,電気機器,プライム,6507.T,,,,,,,,,,,,2026-07-01,16480.0,0.0345260514752039,0.0577663671373556,0.1763026409707351,0.4001699235344096,0.8418472257996918,15095.5,14262.0,0.0917160743267861,0.1555181601458422,-0.0096153846153845,0.6465165668979923,152900.0,188000.0,0.8132978723404255,2799502400.0,255,18.466666666666665,14.97,8.916666666666668,9.083333333333332,8.566666666666668,4.266666666666668,3.84,6.37,1.12,75.6,42.35,17.65,8.11,v7,True,True,True,True,True,True,True,False,True,True,True,True,jpx_liquidity,JPX流動性,345.0,False
56,6857,アドバンテスト,電気機器,プライム,6857.T,,80.0,1.0,出来高,,,,,,,,2026-07-01,32000.0,-0.0105132962275819,0.0256410256410255,0.1569052783803326,0.514792899408284,0.6319610974898537,29776.25,27886.25,0.0746820032744217,0.1475189385449817,-0.1086350974930362,0.8547436815414686,6204600.0,8915310.0,0.6959488789509283,262737970175.0,255,18.1,15.81,8.383333333333335,8.816666666666668,8.383333333333335,9.908333333333331,1.88,3.71,0.5716666666666667,75.56,42.29,17.2,11.79,v7,True,True,True,True,True,True,True,False,False,True,False,False,jpx_liquidity,JPX流動性,7.0,True
57,4203,住友ベークライト,化学,プライム,4203.T,,,,,,,,,,,,2026-07-01,7548.0,0.0126106788301583,0.036955625772771,0.1144249224863427,0.5322777101096223,0.4797006541549642,7015.3,6262.85,0.0759340299060624,0.205202104473203,-0.022406424038337,0.4647219635524163,406100.0,573225.0,0.7084478171747569,4040411500.0,255,17.366666666666664,15.96,7.75,8.866666666666667,9.1,5.4,2.08,6.078333333333332,2.24,74.84,41.08,17.97,7.48,v7,True,True,True,True,True,True,True,False,True,True,True,True,jpx_liquidity,JPX流動性,277.0,False
58,9983,ファーストリテイリング,小売業,プライム,9983.T,,,,,,,,,,,,2026-07-01,82710.0,-0.001207583625166,0.0143487858719646,0.0547054322876816,0.3126487859069988,0.4594812558546375,81461.5,76116.16666666667,0.0153262584165525,0.0866285524100223,-0.0197914197677174,0.2117209731753252,818500.0,967555.0,0.8459467420456718,78004985350.0,255,13.866666666666667,14.04,7.683333333333333,5.749999999999999,7.316666666666667,9.7,4.293333333333333,6.113333333333332,5.973333333333334,74.74,35.59,13.07,13.99,v7,True,True,True,True,True,True,True,False,True,True,True,True,jpx_liquidity,JPX流動性,19.0,False
59,6506,安川電機,電気機器,プライム,6506.T,,105.0,1.0,出来高,,,,,,,,2026-07-01,7302.0,0.0391347659029457,0.0326686465846415,0.020973154362416,0.7340299216338162,0.5450465203305219,6851.8,6260.466666666666,0.0657053620946319,0.1663667245253284,-0.0461136512083605,0.643904995941425,4643900.0,4779340.0,0.971661359099792,32507604180.0,255,10.933333333333332,16.92,8.033333333333333,8.533333333333335,8.783333333333333,9.3,5.733333333333333,5.355,1.1316666666666666,74.72,35.89,17.32,15.03,v7,True,True,True,True,True,True,True,False,True,True,True,True,jpx_liquidity,JPX流動性,43.0,True
60,6367,ダイキン工業,機械,プライム,6367.T,,,,,,,,,,,,2026-07-01,24795.0,0.0044561474579705,0.0555555555555555,0.042025635637739,0.2686108979278587,0.2460304069721732,23736.5,22935.916666666668,0.0445937690897983,0.0810555497018867,-0.0382079131109387,0.1339222770970277,1087000.0,1114990.0,0.9748966358442676,26143394350.0,255,12.833333333333336,13.44,6.15,7.566666666666667,7.166666666666668,9.15,5.8,5.6466666666666665,6.935833333333332,74.69,32.42,14.73,14.95,v7,True,True,True,True,True,True,True,False,True,True,True,True,jpx_liquidity,JPX流動性,52.0,False
61,6800,ヨコオ,電気機器,プライム,6800.T,,,,,,,,,,,,2026-07-01,6140.0,0.0049099836333879,0.0284757118927974,0.2039215686274509,0.9430379746835442,1.7479942473311083,5721.5,4943.583333333333,0.0731451542427685,0.242014058628188,-0.0330708661417322,0.63973346561031,141500.0,190260.0,0.7437191212025649,1081816000.0,255,19.03333333333333,17.31,9.733333333333334,8.783333333333333,9.316666666666665,0.9,2.6266666666666665,5.775,1.1783333333333332,74.66,46.08,18.1,3.53,v7,True,True,True,True,True,True,True,False,True,True,True,True,jpx_liquidity,JPX流動性,547.0,False
62,5334,日本特殊陶業,ガラス・土石製品,プライム,5334.T,,,,,,,,,,,,2026-07-01,10785.0,0.0074731433909387,0.0145813734713076,0.0604719764011798,0.4466800804828974,0.5880857903735213,10470.45,9424.266666666666,0.0300416887526322,0.1443861237655981,-0.0123626373626373,0.3103404584746008,695300.0,863780.0,0.8049503345759337,9055573535.0,255,14.366666666666667,15.21,8.216666666666667,7.066666666666667,8.35,7.6,3.706666666666666,6.3,3.7683333333333335,74.59,37.79,15.42,11.31,v7,True,True,True,True,True,True,True,False,True,True,True,True,jpx_liquidity,JPX流動性,145.0,False
63,6971,京セラ,電気機器,プライム,6971.T,,52.0,2.0,値上がり率・出来高,,,,,,,,2026-07-01,3821.0,0.0730131985397359,0.0864373045208986,0.002098085496984,0.5756701030927835,0.7590991544063475,3651.45,3126.65,0.04643360856646,0.2220747445348856,-0.0235113723485816,0.4710620310126844,8242100.0,8435665.0,0.9770539726269356,30276257795.0,255,9.266666666666666,16.17,8.716666666666667,7.716666666666665,9.2,9.25,5.826666666666667,6.02,2.181666666666666,74.35,34.15,16.92,15.08,v7,True,True,True,True,True,True,True,False,True,True,True,True,jpx_liquidity,JPX流動性,46.0,True
64,6622,ダイヘン,電気機器,プライム,6622.T,,,,,,,,,,,,2026-07-01,18550.0,0.0277008310249307,0.007057546145494,0.1815286624203822,0.5614478114478114,0.871682097822664,17018.0,15842.0,0.0900223292983899,0.170938012877162,-0.0462724935732647,0.6647317859344852,147000.0,248955.0,0.5904681568958245,4215499150.0,255,18.666666666666664,16.08,8.966666666666665,9.033333333333331,8.833333333333332,5.500000000000001,0.84,5.343333333333333,1.0266666666666666,74.29,43.71,17.87,6.34,v7,True,True,True,True,True,True,True,False,True,True,True,True,jpx_liquidity,JPX流動性,271.0,False
